year,sex,age,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
1990,male,75+ years,0,0.793665815,7744,G.I. Generation
1991,female,15-24 years,0,0.793665815,7976,Generation X
1991,female,25-34 years,0,0.793665815,7976,Boomers
1991,female,35-54 years,0,0.793665815,7976,Boomers
1991,female,5-14 years,0,0.793665815,7976,Millenials
1991,female,55-74 years,0,0.793665815,7976,Silent
1991,female,75+ years,0,0.793665815,7976,G.I. Generation
1991,male,15-24 years,0,0.793665815,7976,Generation X
1991,male,25-34 years,0,0.793665815,7976,Boomers
1991,male,35-54 years,0,0.793665815,7976,Boomers
1991,male,5-14 years,0,0.793665815,7976,Millenials
1991,male,55-74 years,0,0.793665815,7976,Silent
1991,male,75+ years,0,0.793665815,7976,G.I. Generation
1992,female,15-24 years,0,0.793665815,8087,Generation X
1992,female,25-34 years,0,0.793665815,8087,Boomers
1992,female,35-54 years,0,0.793665815,8087,Boomers
1992,female,5-14 years,0,0.793665815,8087,Millenials
1992,female,55-74 years,0,0.793665815,8087,Silent
1992,female,75+ years,0,0.793665815,8087,G.I. Generation
1992,male,15-24 years,0,0.793665815,8087,Generation X
1992,male,25-34 years,0,0.793665815,8087,Boomers
1992,male,35-54 years,0,0.793665815,8087,Boomers
1992,male,5-14 years,0,0.793665815,8087,Millenials
1992,male,55-74 years,0,0.793665815,8087,Silent
1992,male,75+ years,0,0.793665815,8087,G.I. Generation
1993,male,25-34 years,15,0.793665815,8453,Boomers
1993,female,15-24 years,0,0.793665815,8453,Generation X
1993,female,25-34 years,0,0.793665815,8453,Boomers
1993,female,35-54 years,0,0.793665815,8453,Boomers
1993,female,5-14 years,0,0.793665815,8453,Millenials
1993,female,55-74 years,0,0.793665815,8453,Silent
1993,female,75+ years,0,0.793665815,8453,G.I. Generation
1993,male,15-24 years,0,0.793665815,8453,Generation X
1993,male,35-54 years,0,0.793665815,8453,Boomers
1993,male,5-14 years,0,0.793665815,8453,Millenials
1993,male,55-74 years,0,0.793665815,8453,Silent
1993,male,75+ years,0,0.793665815,8453,G.I. Generation
1994,female,15-24 years,0,0.793665815,9062,Generation X
1994,female,25-34 years,0,0.793665815,9062,Boomers
1994,female,35-54 years,0,0.793665815,9062,Boomers
1994,female,5-14 years,0,0.793665815,9062,Millenials
1994,female,55-74 years,0,0.793665815,9062,Silent
1994,female,75+ years,0,0.793665815,9062,G.I. Generation
1994,male,15-24 years,0,0.793665815,9062,Generation X
1994,male,25-34 years,0,0.793665815,9062,Boomers
1994,male,35-54 years,0,0.793665815,9062,Boomers
1994,male,5-14 years,0,0.793665815,9062,Millenials
1994,male,55-74 years,0,0.793665815,9062,Silent
1994,male,75+ years,0,0.793665815,9062,G.I. Generation
1995,female,15-24 years,0,0.793665815,8636,Generation X
1995,female,25-34 years,0,0.793665815,8636,Generation X
1995,female,35-54 years,0,0.793665815,8636,Boomers
1995,female,5-14 years,0,0.793665815,8636,Millenials
1995,female,55-74 years,0,0.793665815,8636,Silent
1995,female,75+ years,0,0.793665815,8636,G.I. Generation
1995,male,15-24 years,0,0.793665815,8636,Generation X
1995,male,25-34 years,0,0.793665815,8636,Generation X
1995,male,35-54 years,0,0.793665815,8636,Boomers
1995,male,5-14 years,0,0.793665815,8636,Millenials
1995,male,55-74 years,0,0.793665815,8636,Silent
1995,male,75+ years,0,0.793665815,8636,G.I. Generation
1998,female,15-24 years,0,0.793665815,10078,Generation X
1998,female,25-34 years,0,0.793665815,10078,Generation X
1998,female,35-54 years,0,0.793665815,10078,Boomers
1998,female,5-14 years,0,0.793665815,10078,Millenials
1998,female,55-74 years,0,0.793665815,10078,Silent
1998,female,75+ years,0,0.793665815,10078,G.I. Generation
1998,male,15-24 years,0,0.793665815,10078,Generation X
1998,male,25-34 years,0,0.793665815,10078,Generation X
1998,male,35-54 years,0,0.793665815,10078,Boomers
1998,male,5-14 years,0,0.793665815,10078,Millenials
1998,male,55-74 years,0,0.793665815,10078,Silent
1998,male,75+ years,0,0.793665815,10078,G.I. Generation
1999,female,15-24 years,0,0.793665815,10378,Generation X
1999,female,25-34 years,0,0.793665815,10378,Generation X
1999,female,35-54 years,0,0.793665815,10378,Boomers
1999,female,5-14 years,0,0.793665815,10378,Millenials
1999,female,55-74 years,0,0.793665815,10378,Silent
1999,female,75+ years,0,0.793665815,10378,G.I. Generation
1999,male,15-24 years,0,0.793665815,10378,Generation X
1999,male,25-34 years,0,0.793665815,10378,Generation X
1999,male,35-54 years,0,0.793665815,10378,Boomers
1999,male,5-14 years,0,0.793665815,10378,Millenials
1999,male,55-74 years,0,0.793665815,10378,Silent
1999,male,75+ years,0,0.793665815,10378,G.I. Generation
2000,male,55-74 years,30,0.793665815,11021,Silent
2000,male,35-54 years,9.97,0.793665815,11021,Boomers
2000,female,15-24 years,0,0.793665815,11021,Generation X
2000,female,25-34 years,0,0.793665815,11021,Generation X
2000,female,35-54 years,0,0.793665815,11021,Boomers
2000,female,5-14 years,0,0.793665815,11021,Millenials
2000,female,55-74 years,0,0.793665815,11021,Silent
2000,female,75+ years,0,0.793665815,11021,G.I. Generation
2000,male,15-24 years,0,0.793665815,11021,Generation X
2000,male,25-34 years,0,0.793665815,11021,Generation X
2000,male,5-14 years,0,0.793665815,11021,Millenials
2000,male,75+ years,0,0.793665815,11021,G.I. Generation
2001,male,35-54 years,19.45,0.793665815,10468,Boomers
2001,female,15-24 years,0,0.793665815,10468,Millenials
2001,female,25-34 years,0,0.793665815,10468,Generation X
2001,female,35-54 years,0,0.793665815,10468,Boomers
2001,female,5-14 years,0,0.793665815,10468,Millenials
2001,female,55-74 years,0,0.793665815,10468,Silent
2001,female,75+ years,0,0.793665815,10468,Silent
2001,male,15-24 years,0,0.793665815,10468,Millenials
2001,male,25-34 years,0,0.793665815,10468,Generation X
2001,male,5-14 years,0,0.793665815,10468,Millenials
2001,male,55-74 years,0,0.793665815,10468,Silent
2001,male,75+ years,0,0.793665815,10468,Silent
2002,female,15-24 years,0,0.793665815,10499,Millenials
2002,female,25-34 years,0,0.793665815,10499,Generation X
2002,female,35-54 years,0,0.793665815,10499,Boomers
2002,female,5-14 years,0,0.793665815,10499,Millenials
2002,female,55-74 years,0,0.793665815,10499,Silent
2002,female,75+ years,0,0.793665815,10499,Silent
2002,male,15-24 years,0,0.793665815,10499,Millenials
2002,male,25-34 years,0,0.793665815,10499,Generation X
2002,male,35-54 years,0,0.793665815,10499,Boomers
2002,male,5-14 years,0,0.793665815,10499,Millenials
2002,male,55-74 years,0,0.793665815,10499,Silent
2002,male,75+ years,0,0.793665815,10499,Silent
2003,male,55-74 years,27.82,0.793665815,10878,Silent
2003,female,15-24 years,0,0.793665815,10878,Millenials
2003,female,25-34 years,0,0.793665815,10878,Generation X
2003,female,35-54 years,0,0.793665815,10878,Boomers
2003,female,5-14 years,0,0.793665815,10878,Millenials
2003,female,55-74 years,0,0.793665815,10878,Silent
2003,female,75+ years,0,0.793665815,10878,Silent
2003,male,15-24 years,0,0.793665815,10878,Millenials
2003,male,25-34 years,0,0.793665815,10878,Generation X
2003,male,35-54 years,0,0.793665815,10878,Boomers
2003,male,5-14 years,0,0.793665815,10878,Millenials
2003,male,75+ years,0,0.793665815,10878,Silent
2004,male,55-74 years,27.29,0.793665815,11535,Silent
2004,male,35-54 years,8.77,0.793665815,11535,Boomers
2004,female,15-24 years,0,0.793665815,11535,Millenials
2004,female,25-34 years,0,0.793665815,11535,Generation X
2004,female,35-54 years,0,0.793665815,11535,Boomers
2004,female,5-14 years,0,0.793665815,11535,Millenials
2004,female,55-74 years,0,0.793665815,11535,Silent
2004,female,75+ years,0,0.793665815,11535,Silent
2004,male,15-24 years,0,0.793665815,11535,Millenials
2004,male,25-34 years,0,0.793665815,11535,Generation X
2004,male,5-14 years,0,0.793665815,11535,Millenials
2004,male,75+ years,0,0.793665815,11535,Silent
2005,female,15-24 years,0,0.793665815,12649,Millenials
2005,female,25-34 years,0,0.793665815,12649,Generation X
2005,female,35-54 years,0,0.793665815,12649,Boomers
2005,female,5-14 years,0,0.793665815,12649,Millenials
2005,female,55-74 years,0,0.793665815,12649,Silent
2005,female,75+ years,0,0.793665815,12649,Silent
2005,male,15-24 years,0,0.793665815,12649,Millenials
2005,male,25-34 years,0,0.793665815,12649,Generation X
2005,male,35-54 years,0,0.793665815,12649,Boomers
2005,male,5-14 years,0,0.793665815,12649,Millenials
2005,male,55-74 years,0,0.793665815,12649,Silent
2005,male,75+ years,0,0.793665815,12649,Silent
2006,female,15-24 years,0,0.793665815,14114,Millenials
2006,female,25-34 years,0,0.793665815,14114,Generation X
2006,female,35-54 years,0,0.793665815,14114,Boomers
2006,female,5-14 years,0,0.793665815,14114,Millenials
2006,female,55-74 years,0,0.793665815,14114,Silent
2006,female,75+ years,0,0.793665815,14114,Silent
2006,male,15-24 years,0,0.793665815,14114,Millenials
2006,male,25-34 years,0,0.793665815,14114,Generation X
2006,male,35-54 years,0,0.793665815,14114,Boomers
2006,male,5-14 years,0,0.793665815,14114,Millenials
2006,male,55-74 years,0,0.793665815,14114,Silent
2006,male,75+ years,0,0.793665815,14114,Silent
2007,male,35-54 years,7.98,0.793665815,15775,Boomers
2007,female,15-24 years,0,0.793665815,15775,Millenials
2007,female,25-34 years,0,0.793665815,15775,Generation X
